servert,return,case,BTC-USD,BTC-EUR,BCH-USD,BCH-EUR,BCH-BTC
1565922248937000.0,1.00014,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922248962000.0,1.00018,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922249571000.0,1.00021,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922250184000.0,1.00028,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922251628000.0,1.00117,1.0,1.0,0.0,-1.0,0.0,1.0
1565922251628000.0,1.00031,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922251784000.0,1.00133,1.0,1.0,0.0,-1.0,0.0,1.0
1565922251784000.0,1.00047,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922253746000.0,1.00115,1.0,1.0,0.0,-1.0,0.0,1.0
1565922254806000.0,1.00112,1.0,1.0,0.0,-1.0,0.0,1.0
1565922261100000.0,1.00107,1.0,1.0,0.0,-1.0,0.0,1.0
1565922269184000.0,1.00108,1.0,1.0,0.0,-1.0,0.0,1.0
1565922277680000.0,1.00124,1.0,1.0,0.0,-1.0,0.0,1.0
1565922277145000.0,1.00127,1.0,1.0,0.0,-1.0,0.0,1.0
1565922278175000.0,1.00007,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922278204000.0,1.0001,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922279507000.0,1.00017,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922280162000.0,1.00021,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922289697000.0,1.00126,1.0,1.0,0.0,-1.0,0.0,1.0
1565922289774000.0,1.00096,1.0,1.0,0.0,-1.0,0.0,1.0
1565922289915000.0,1.00068,1.0,1.0,0.0,-1.0,0.0,1.0
1565922295254000.0,1.00005,1.0,1.0,0.0,-1.0,0.0,1.0
1565922295425000.0,1.00038,1.0,1.0,0.0,-1.0,0.0,1.0
1565922300210000.0,1.00025,1.0,1.0,0.0,-1.0,0.0,1.0
1565922312669000.0,1.0002,1.0,1.0,0.0,-1.0,0.0,1.0
1565922312808000.0,1.00053,1.0,1.0,0.0,-1.0,0.0,1.0
1565922313693000.0,1.00056,1.0,1.0,0.0,-1.0,0.0,1.0
1565922320984000.0,1.00023,1.0,1.0,0.0,-1.0,0.0,1.0
1565922329767000.0,1.00016,1.0,1.0,0.0,-1.0,0.0,1.0
1565922330222000.0,1.00049,1.0,1.0,0.0,-1.0,0.0,1.0
1565922330878000.0,1.00082,1.0,1.0,0.0,-1.0,0.0,1.0
1565922333703000.0,1.00079,1.0,1.0,0.0,-1.0,0.0,1.0
1565922334747000.0,1.0008,1.0,1.0,0.0,-1.0,0.0,1.0
1565922334755000.0,1.00094,1.0,1.0,0.0,-1.0,0.0,1.0
1565922334940000.0,1.00095,1.0,1.0,0.0,-1.0,0.0,1.0
1565922334962000.0,1.0007,1.0,1.0,0.0,-1.0,0.0,1.0
1565922334982000.0,1.00076,1.0,1.0,0.0,-1.0,0.0,1.0
1565922335940000.0,1.00081,1.0,1.0,0.0,-1.0,0.0,1.0
1565922336927000.0,1.00078,1.0,1.0,0.0,-1.0,0.0,1.0
1565922337207000.0,1.00088,1.0,1.0,0.0,-1.0,0.0,1.0
1565922337253000.0,1.00091,1.0,1.0,0.0,-1.0,0.0,1.0
1565922339658000.0,1.00025,1.0,1.0,0.0,-1.0,0.0,1.0
1565922339763000.0,1.00058,1.0,1.0,0.0,-1.0,0.0,1.0
1565922339859000.0,1.00042,1.0,1.0,0.0,-1.0,0.0,1.0
1565922345620000.0,1.00012,1.0,1.0,0.0,-1.0,0.0,1.0
1565922346123000.0,1.0001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922346373000.0,1.00004,1.0,1.0,0.0,-1.0,0.0,1.0
1565922356326000.0,1.00031,1.0,1.0,0.0,-1.0,0.0,1.0
1565922358548000.0,1.00027,1.0,1.0,0.0,-1.0,0.0,1.0
1565922358935000.0,1.00028,1.0,1.0,0.0,-1.0,0.0,1.0
1565922359155000.0,1.00029,1.0,1.0,0.0,-1.0,0.0,1.0
1565922360970000.0,1.00001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922360159000.0,1.00017,1.0,1.0,0.0,-1.0,0.0,1.0
1565922362278000.0,1.00007,1.0,1.0,0.0,-1.0,0.0,1.0
1565922364101000.0,1.0005,1.0,1.0,0.0,-1.0,0.0,1.0
1565922378565000.0,1.00032,1.0,1.0,0.0,-1.0,0.0,1.0
1565922379970000.0,1.00036,1.0,1.0,0.0,-1.0,0.0,1.0
1565922379976000.0,1.00003,1.0,1.0,0.0,-1.0,0.0,1.0
1565922394412000.0,1.00021,1.0,1.0,0.0,-1.0,0.0,1.0
1565922403707000.0,1.00004,1.0,1.0,0.0,-1.0,0.0,1.0
1565922415338000.0,1.00008,1.0,1.0,0.0,-1.0,0.0,1.0
1565922415614000.0,1.00026,1.0,1.0,0.0,-1.0,0.0,1.0
1565922415765000.0,1.00054,1.0,1.0,0.0,-1.0,0.0,1.0
1565922416143000.0,1.00055,1.0,1.0,0.0,-1.0,0.0,1.0
1565922416338000.0,1.00077,1.0,1.0,0.0,-1.0,0.0,1.0
1565922416512000.0,1.00044,1.0,1.0,0.0,-1.0,0.0,1.0
1565922416820000.0,1.00074,1.0,1.0,0.0,-1.0,0.0,1.0
1565922416990000.0,1.00075,1.0,1.0,0.0,-1.0,0.0,1.0
1565922417372000.0,1.00076,1.0,1.0,0.0,-1.0,0.0,1.0
1565922417374000.0,1.00092,1.0,1.0,0.0,-1.0,0.0,1.0
1565922417623000.0,1.00059,1.0,1.0,0.0,-1.0,0.0,1.0
1565922417814000.0,1.001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922417814000.0,1.00001,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922418745000.0,1.00067,1.0,1.0,0.0,-1.0,0.0,1.0
1565922420331000.0,1.00093,1.0,1.0,0.0,-1.0,0.0,1.0
1565922420560000.0,1.00094,1.0,1.0,0.0,-1.0,0.0,1.0
1565922420879000.0,1.00035,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922420959000.0,1.00061,1.0,1.0,0.0,-1.0,0.0,1.0
1565922420974000.0,1.00038,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922421700000.0,1.00127,1.0,1.0,0.0,-1.0,0.0,1.0
1565922421212000.0,1.00128,1.0,1.0,0.0,-1.0,0.0,1.0
1565922421214000.0,1.00133,1.0,1.0,0.0,-1.0,0.0,1.0
1565922422199000.0,1.00023,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922422304000.0,1.001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922422339000.0,1.00026,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922423237000.0,1.00062,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922423280000.0,1.00067,1.0,1.0,0.0,-1.0,0.0,1.0
1565922423346000.0,1.00065,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922423362000.0,1.00001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922423387000.0,1.00034,1.0,1.0,0.0,-1.0,0.0,1.0
1565922424720000.0,1.00069,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922425467000.0,1.00097,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922426200000.0,1.00009,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922426790000.0,1.00012,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922428854000.0,1.00002,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922428882000.0,1.00005,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922430229000.0,1.00016,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922431451000.0,1.00023,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922432236000.0,1.00026,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922432839000.0,1.00033,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922432847000.0,1.00034,1.0,1.0,0.0,-1.0,0.0,1.0
1565922435685000.0,1.00067,1.0,1.0,0.0,-1.0,0.0,1.0
1565922435778000.0,1.00068,1.0,1.0,0.0,-1.0,0.0,1.0
1565922435814000.0,1.00101,1.0,1.0,0.0,-1.0,0.0,1.0
1565922436351000.0,1.00102,1.0,1.0,0.0,-1.0,0.0,1.0
1565922436372000.0,1.00004,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922436516000.0,1.00103,1.0,1.0,0.0,-1.0,0.0,1.0
1565922436516000.0,1.00005,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922436586000.0,1.00126,1.0,1.0,0.0,-1.0,0.0,1.0
1565922436586000.0,1.00028,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922436665000.0,1.00145,1.0,1.0,0.0,-1.0,0.0,1.0
1565922436665000.0,1.00047,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922436743000.0,1.00043,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922436769000.0,1.00044,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922436908000.0,1.00146,1.0,1.0,0.0,-1.0,0.0,1.0
1565922436993000.0,1.00051,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922437230000.0,1.00179,1.0,1.0,0.0,-1.0,0.0,1.0
1565922437160000.0,1.0018,1.0,1.0,0.0,-1.0,0.0,1.0
1565922437160000.0,1.00052,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922437488000.0,1.00053,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922437576000.0,1.00181,1.0,1.0,0.0,-1.0,0.0,1.0
1565922437759000.0,1.00054,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922438600000.0,1.00182,1.0,1.0,0.0,-1.0,0.0,1.0
1565922438590000.0,1.00055,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922438824000.0,1.00183,1.0,1.0,0.0,-1.0,0.0,1.0
1565922439428000.0,1.00056,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922439777000.0,1.00063,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922439943000.0,1.00064,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922440587000.0,1.00065,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922442162000.0,1.00184,1.0,1.0,0.0,-1.0,0.0,1.0
1565922443300000.0,1.00185,1.0,1.0,0.0,-1.0,0.0,1.0
1565922443844000.0,1.00186,1.0,1.0,0.0,-1.0,0.0,1.0
1565922444326000.0,1.00187,1.0,1.0,0.0,-1.0,0.0,1.0
1565922445125000.0,1.00188,1.0,1.0,0.0,-1.0,0.0,1.0
1565922445894000.0,1.00189,1.0,1.0,0.0,-1.0,0.0,1.0
1565922446390000.0,1.0019,1.0,1.0,0.0,-1.0,0.0,1.0
1565922446775000.0,1.00191,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447990000.0,1.00001,5.0,1.0,-1.0,-1.0,1.0,0.0
1565922447366000.0,1.00103,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447366000.0,1.0009,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447366000.0,1.00087,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447366000.0,1.00042,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447375000.0,1.00043,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447456000.0,1.00014,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447477000.0,1.00017,1.0,1.0,0.0,-1.0,0.0,1.0
1565922447484000.0,1.00018,1.0,1.0,0.0,-1.0,0.0,1.0
1565922448280000.0,1.00021,1.0,1.0,0.0,-1.0,0.0,1.0
1565922448151000.0,1.00022,1.0,1.0,0.0,-1.0,0.0,1.0
1565922448461000.0,1.00023,1.0,1.0,0.0,-1.0,0.0,1.0
1565922449154000.0,1.00024,1.0,1.0,0.0,-1.0,0.0,1.0
1565922449564000.0,1.00025,1.0,1.0,0.0,-1.0,0.0,1.0
1565922449962000.0,1.00026,1.0,1.0,0.0,-1.0,0.0,1.0
1565922451122000.0,1.00029,1.0,1.0,0.0,-1.0,0.0,1.0
1565922451269000.0,1.00033,1.0,1.0,0.0,-1.0,0.0,1.0
1565922452492000.0,1.00036,1.0,1.0,0.0,-1.0,0.0,1.0
1565922452742000.0,1.00031,1.0,1.0,0.0,-1.0,0.0,1.0
1565922452747000.0,1.00035,1.0,1.0,0.0,-1.0,0.0,1.0
1565922454873000.0,1.00028,1.0,1.0,0.0,-1.0,0.0,1.0
1565922457728000.0,1.0003,1.0,1.0,0.0,-1.0,0.0,1.0
1565922457861000.0,1.00041,1.0,1.0,0.0,-1.0,0.0,1.0
1565922469395000.0,1.00018,1.0,1.0,0.0,-1.0,0.0,1.0
1565922470255000.0,1.00051,1.0,1.0,0.0,-1.0,0.0,1.0
1565922470336000.0,1.00048,1.0,1.0,0.0,-1.0,0.0,1.0
1565922470830000.0,1.00054,1.0,1.0,0.0,-1.0,0.0,1.0
1565922471173000.0,1.00057,1.0,1.0,0.0,-1.0,0.0,1.0
1565922493984000.0,1.00012,1.0,1.0,0.0,-1.0,0.0,1.0
1565922510887000.0,1.00006,1.0,1.0,0.0,-1.0,0.0,1.0
1565922512872000.0,1.00016,1.0,1.0,0.0,-1.0,0.0,1.0
1565922522258000.0,1.00013,1.0,1.0,0.0,-1.0,0.0,1.0
1565922524998000.0,1.00011,1.0,1.0,0.0,-1.0,0.0,1.0
1565922567510000.0,1.00001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922568305000.0,1.00002,1.0,1.0,0.0,-1.0,0.0,1.0
1565922568839000.0,1.00003,1.0,1.0,0.0,-1.0,0.0,1.0
1565922569261000.0,1.00004,1.0,1.0,0.0,-1.0,0.0,1.0
1565922572920000.0,1.00005,1.0,1.0,0.0,-1.0,0.0,1.0
1565922573768000.0,1.00007,1.0,1.0,0.0,-1.0,0.0,1.0
1565922576640000.0,1.00008,1.0,1.0,0.0,-1.0,0.0,1.0
1565922577235000.0,1.00009,1.0,1.0,0.0,-1.0,0.0,1.0
1565922577422000.0,1.0001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922578651000.0,1.00012,1.0,1.0,0.0,-1.0,0.0,1.0
1565922578891000.0,1.00013,1.0,1.0,0.0,-1.0,0.0,1.0
1565922589840000.0,1.00016,1.0,1.0,0.0,-1.0,0.0,1.0
1565922591270000.0,1.00017,1.0,1.0,0.0,-1.0,0.0,1.0
1565922591357000.0,1.00018,1.0,1.0,0.0,-1.0,0.0,1.0
1565922611680000.0,1.00024,1.0,1.0,0.0,-1.0,0.0,1.0
1565922613591000.0,1.0002,1.0,1.0,0.0,-1.0,0.0,1.0
1565922613902000.0,1.00053,1.0,1.0,0.0,-1.0,0.0,1.0
1565922616714000.0,1.00027,1.0,1.0,0.0,-1.0,0.0,1.0
1565922642952000.0,1.00057,1.0,1.0,0.0,-1.0,0.0,1.0
1565922645757000.0,1.00029,1.0,1.0,0.0,-1.0,0.0,1.0
1565922645778000.0,1.00032,1.0,1.0,0.0,-1.0,0.0,1.0
1565922663480000.0,1.00002,1.0,1.0,0.0,-1.0,0.0,1.0
1565922671256000.0,1.00005,1.0,1.0,0.0,-1.0,0.0,1.0
1565922671481000.0,1.00008,1.0,1.0,0.0,-1.0,0.0,1.0
1565922672498000.0,1.00041,1.0,1.0,0.0,-1.0,0.0,1.0
1565922677872000.0,1.00038,1.0,1.0,0.0,-1.0,0.0,1.0
1565922682802000.0,1.0002,1.0,1.0,0.0,-1.0,0.0,1.0
1565922688126000.0,1.00017,1.0,1.0,0.0,-1.0,0.0,1.0
1565922690939000.0,1.00001,1.0,1.0,0.0,-1.0,0.0,1.0
1565922698900000.0,1.00011,1.0,1.0,0.0,-1.0,0.0,1.0
1565922698233000.0,1.00014,1.0,1.0,0.0,-1.0,0.0,1.0
1565922766390000.0,1.00021,1.0,1.0,0.0,-1.0,0.0,1.0
1565922779371000.0,1.00027,1.0,1.0,0.0,-1.0,0.0,1.0
1565922780340000.0,1.00024,1.0,1.0,0.0,-1.0,0.0,1.0
1565922780740000.0,1.00031,1.0,1.0,0.0,-1.0,0.0,1.0
1565923217147000.0,1.00005,1.0,1.0,0.0,-1.0,0.0,1.0
1565923217386000.0,1.00038,1.0,1.0,0.0,-1.0,0.0,1.0
1565923217488000.0,1.00006,1.0,1.0,0.0,-1.0,0.0,1.0
1565923294850000.0,1.00013,1.0,1.0,0.0,-1.0,0.0,1.0
1565923295177000.0,1.00022,1.0,1.0,0.0,-1.0,0.0,1.0
1565923295194000.0,1.00023,1.0,1.0,0.0,-1.0,0.0,1.0
1565923414320000.0,1.00001,2.0,-1.0,0.0,1.0,0.0,-1.0
1565923417265000.0,1.00017,1.0,1.0,0.0,-1.0,0.0,1.0
1565923419214000.0,1.00026,1.0,1.0,0.0,-1.0,0.0,1.0
1565923420849000.0,1.0004,1.0,1.0,0.0,-1.0,0.0,1.0
1565923420910000.0,1.00051,1.0,1.0,0.0,-1.0,0.0,1.0
1565923420926000.0,1.00052,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421239000.0,1.00053,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421304000.0,1.00055,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421369000.0,1.00056,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421470000.0,1.00002,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421487000.0,1.00068,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421679000.0,1.00069,1.0,1.0,0.0,-1.0,0.0,1.0
1565923421838000.0,1.00073,1.0,1.0,0.0,-1.0,0.0,1.0
1565923422590000.0,1.00074,1.0,1.0,0.0,-1.0,0.0,1.0
1565923423780000.0,1.00026,1.0,1.0,0.0,-1.0,0.0,1.0
1565923423854000.0,1.00027,1.0,1.0,0.0,-1.0,0.0,1.0
1565923424244000.0,1.00028,1.0,1.0,0.0,-1.0,0.0,1.0
1565923424355000.0,1.00031,1.0,1.0,0.0,-1.0,0.0,1.0
1565923424776000.0,1.00029,1.0,1.0,0.0,-1.0,0.0,1.0
1565923425580000.0,1.0003,1.0,1.0,0.0,-1.0,0.0,1.0
1565923425279000.0,1.00024,1.0,1.0,0.0,-1.0,0.0,1.0
1565923425956000.0,1.00032,1.0,1.0,0.0,-1.0,0.0,1.0
1565923430847000.0,1.00061,1.0,1.0,0.0,-1.0,0.0,1.0
1565923455600000.0,1.00044,1.0,1.0,0.0,-1.0,0.0,1.0
1565923455614000.0,1.00047,1.0,1.0,0.0,-1.0,0.0,1.0
1565923455872000.0,1.0005,1.0,1.0,0.0,-1.0,0.0,1.0
1565923455990000.0,1.00053,1.0,1.0,0.0,-1.0,0.0,1.0
1565923456619000.0,1.00069,1.0,1.0,0.0,-1.0,0.0,1.0
1565923456634000.0,1.00072,1.0,1.0,0.0,-1.0,0.0,1.0
1565923456995000.0,1.00075,1.0,1.0,0.0,-1.0,0.0,1.0
1565923482437000.0,1.00009,3.0,0.0,1.0,0.0,-1.0,1.0
1565923482455000.0,1.00013,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502117000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502238000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502261000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502380000.0,1.00016,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502680000.0,1.0002,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502702000.0,1.00023,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502922000.0,1.00027,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502943000.0,1.0003,3.0,0.0,1.0,0.0,-1.0,1.0
1565923502995000.0,1.00034,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503100000.0,1.00037,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503353000.0,1.00041,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503373000.0,1.00044,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503505000.0,1.0007,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503700000.0,1.00078,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503720000.0,1.00081,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503867000.0,1.00085,3.0,0.0,1.0,0.0,-1.0,1.0
1565923503886000.0,1.00088,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504190000.0,1.00092,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504190000.0,1.00001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504330000.0,1.00095,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504330000.0,1.00005,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504650000.0,1.00099,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504650000.0,1.00008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504790000.0,1.00102,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504790000.0,1.00012,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504101000.0,1.00081,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504115000.0,1.00106,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504115000.0,1.00016,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504147000.0,1.00085,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504171000.0,1.00067,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504180000.0,1.00088,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504205000.0,1.00092,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504205000.0,1.00001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504307000.0,1.00095,3.0,0.0,1.0,0.0,-1.0,1.0
1565923504307000.0,1.00005,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923504961000.0,1.00099,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505800000.0,1.00097,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505241000.0,1.00104,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505315000.0,1.00098,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505314000.0,1.00101,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505378000.0,1.00105,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505396000.0,1.00094,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505525000.0,1.00108,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505718000.0,1.00075,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505808000.0,1.00079,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505887000.0,1.00086,3.0,0.0,1.0,0.0,-1.0,1.0
1565923505962000.0,1.00089,3.0,0.0,1.0,0.0,-1.0,1.0
1565923506746000.0,1.00093,3.0,0.0,1.0,0.0,-1.0,1.0
1565923506935000.0,1.00096,3.0,0.0,1.0,0.0,-1.0,1.0
1565923506935000.0,1.00001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923507240000.0,1.001,3.0,0.0,1.0,0.0,-1.0,1.0
1565923507240000.0,1.00005,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923507433000.0,1.00103,3.0,0.0,1.0,0.0,-1.0,1.0
1565923507433000.0,1.00008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923508450000.0,1.00107,3.0,0.0,1.0,0.0,-1.0,1.0
1565923508450000.0,1.00012,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923508171000.0,1.00111,3.0,0.0,1.0,0.0,-1.0,1.0
1565923508171000.0,1.00015,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923509534000.0,1.00011,3.0,0.0,1.0,0.0,-1.0,1.0
1565923509852000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565923509852000.0,1.00019,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923510243000.0,1.00018,3.0,0.0,1.0,0.0,-1.0,1.0
1565923510243000.0,1.00022,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923510346000.0,1.00022,3.0,0.0,1.0,0.0,-1.0,1.0
1565923510346000.0,1.00026,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923510567000.0,1.00025,3.0,0.0,1.0,0.0,-1.0,1.0
1565923510567000.0,1.00029,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923511210000.0,1.00029,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511210000.0,1.00033,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923511258000.0,1.0003,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511258000.0,1.00034,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923511287000.0,1.00033,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511287000.0,1.00037,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923511383000.0,1.00066,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511439000.0,1.00063,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511480000.0,1.00067,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511480000.0,1.00038,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923511588000.0,1.00101,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511615000.0,1.00097,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511615000.0,1.00035,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923511638000.0,1.00104,3.0,0.0,1.0,0.0,-1.0,1.0
1565923511638000.0,1.00042,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923560861000.0,1.00003,3.0,0.0,1.0,0.0,-1.0,1.0
1565923560919000.0,1.00006,3.0,0.0,1.0,0.0,-1.0,1.0
1565923561309000.0,1.0001,3.0,0.0,1.0,0.0,-1.0,1.0
1565923563900000.0,1.00009,3.0,0.0,1.0,0.0,-1.0,1.0
1565923563209000.0,1.00042,3.0,0.0,1.0,0.0,-1.0,1.0
1565923563248000.0,1.00013,3.0,0.0,1.0,0.0,-1.0,1.0
1565923563803000.0,1.00016,3.0,0.0,1.0,0.0,-1.0,1.0
1565923563803000.0,1.00002,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923563833000.0,1.00005,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923563878000.0,1.0002,3.0,0.0,1.0,0.0,-1.0,1.0
1565923563878000.0,1.00008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923564730000.0,1.00009,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923564287000.0,1.00023,3.0,0.0,1.0,0.0,-1.0,1.0
1565923564287000.0,1.00012,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923564307000.0,1.00027,3.0,0.0,1.0,0.0,-1.0,1.0
1565923564307000.0,1.00016,6.0,-1.0,1.0,1.0,-1.0,0.0
1565923567597000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565923567611000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565923567760000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565923567782000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568137000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568149000.0,1.00019,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568770000.0,1.00016,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568782000.0,1.0002,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568808000.0,1.00023,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568932000.0,1.00002,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568937000.0,1.00006,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568979000.0,1.00027,3.0,0.0,1.0,0.0,-1.0,1.0
1565923568995000.0,1.00031,3.0,0.0,1.0,0.0,-1.0,1.0
1565923569224000.0,1.00034,3.0,0.0,1.0,0.0,-1.0,1.0
1565923569239000.0,1.00038,3.0,0.0,1.0,0.0,-1.0,1.0
